District,Details,Date,NumberofDamages_RevenueCircle_level (computed),,,,
Dhubri,"Golakganj - Madhyapetla, Borochoraikhola, Gaikhowa Pt-II, Berbhangi Pt-I | Erosion took place at Revenue Village Borochoraikhola under Golakganj Revenue Circle by River Gangadhar from 26/7/2022 to 7/8/2022. In this incident no houses were damaged. Land eroded 1B-0K-0L. Erosion took place at Revenue Village Madhyapetla under Golakganj Revenue Circle by River Gangadhar from 26/7/2022 to 7/8/2022. In this incident no houses were damaged. Land eroded 1B-2K-10L. (26.19126667, 89.82325278) Erosion took place at Revenue Village Gaikhowa Pt-II under Golakganj Revenue Circle by River Gangadhar from 24/07/2022 to 7/8/2022. In this incident no houses were damaged. Land eroded 1B-0K-0L. (26.08190556, 89.82803611) Erosion took place at Revenue Village Berbhangi Pt-I under Golakganj Revenue Circle by River Gangadhar from 26/7/2022 to 7/8/2022. In this incident no houses were damaged. Land eroded 2B-2K-10L. In this incident 8 no. of families shifted their house to another place (26.06108333, 89.82669444) | 38,  Agamoni - Village: Belguri Pt-I and Belguri Pt-II under Sindurai GP under Agomani Rev. Circle. | Erosion of riverine area of this villages are happening. Name of the village: Belguri Pt-I and Belguri Pt-II under Sindurai GP. • Date of Incident: 5th August’2022 to 9th August’2022. • Time: 3.00 PM. • GPS Co-ordinates: Lat: 26.182131, Long: 89.788869 • Land: 0 BIGHA 2 KATHA-10 LESSA. • Population and household damage: No damage till date. | 0",09-08-2022,"{'Golakganj ': 4, 'Agamoni ': 1}",,,,
Dhubri,"Agamoni - Vill: KAIMMATI under CHOTOGUMA GP | RIVER EMBANKMENT OF RIVER GANGADHAR AT VILL KAIMMATI UNDER CHOTOGUMA GP IS GETTING ERODED AT SEVERAL POINTS. AS PER THE FIELD VERIFICATION, THERE ARE HEAVY RAIN CUTS AT SEVERAL POINTS. • VILLAGE : KAIMMATI • RIVER: GANGADHAR • GP : CHOTOGUMA • INCIDENT DATE : 17/06/2022 TO 20/06/2022 • TIME : 1.00 PM • LAND : 0 BIGHA 1 KHATA 10 LESSA • HOUSEHOLD AFFECTED : 0 • POPULATION AFFECTED : 0 • GPS COORDINATE : LAT. 26.328972. LONG. 89.787409 | 0,  South Salmara Part - Matifata | As per field verification by the concern lat mondol 4 nos family has been eroded due to erosion by river Brahmaputra at village Matifata. On 19/6/22 area Aprox 5B-2K-10L. | 21,  Athani - Sadhubhasa Pt-I, Sadhubhasa Pt-II,Salmara Pt-Vii, Salmara Pt-iii, Boyzeralga Pt-X, Boyzeralga River Block N.C,Katlamari Pt-III, Katlamari Pt-iv, River Block 5 N.C, Podmeralga Pt-II, Bhelengamari, River Block 3 N.C,Salmara Pt-ii,S almara Pt-V | Erosion occurred at Village Sadhubhasa Pt-I, Sadhubhasa Pt-II, Salmara Pt-Vii, Salmara Pt-iii, Boyzeralga Pt-X, Boyzeralga River Block N.C, Katlamari Pt-III, Katlamari Pt-iv, River Block 5 N.C, Podmeralga Pt-II, Bhelengamari, River Block 3 N.C, Salmara Pt-ii and Salmara Pt-V due to flood. 189 Nos. of dwelling houses were eroded and they have shifted to their another places. No people become landless due to the erosion. Total eroded land measuring 170B-0K-10L. out of which 75B-3K-0L are Residential land and 94B-2K-10L are agricultural land. dated 16-06-22 to 19-06-22 | 1162",20-06-2022,{'Agamoni ': 1},,,,
Kamrup (M),"Chandrapur - 1)hatisila near ganesh mandir 2) tatimara | Information received from water resource on 17.05.2022 Area - 1.5 km approx both Hatisila longitude:- 91.887997,latitude:- 26.219384 Tatimara longitude:- 91.917294 latitude:- 26.243107 | 0",19-05-2022,{'Chandrapur ': 1},,,,
Kamrup (M),"Chandrapur - 1)hatisila near ganesh mandir 2) tatimara | Erosion occurred 17.05.2022 | information received from water Resource department | Hatisila coordinate:- 91.887997 , 26.219384 Tatimara coordinate:- 91.917294, 26.243107 | Area:- 1.5 km approx both. | 0",21-05-2022,{'Chandrapur ': 1},,,,
Kamrup (M),"Chandrapur - 1. Tatimara, 2. Hatisila | Erossion took place on 17/05/20022 to till date 22/05/2022 Report received- Lot Mondal, Gaobura Tatimara Coordinates Longitude- 91.917294, Latitude- 26.243107 Hatisila Coordinates Longitude- 91.887997, Latitude- 26.219384 | 0",22-05-2022,{'Chandrapur ': 4},,,,
Kamrup (M),"Chandrapur - 1)hatisila near ganesh mandir 2) tatimara | Information received from water resource,area :- 1.5 km approx both. Hatisila coordinate Longitude: 91.887997, Latitude:-26.219384 Tatimara coordinatoe Longitude:- 91.917294,latitude:- 26.243107 occured on 17/05/20222 | 0",20-05-2022,{'Chandrapur ': 1},,,,
Kamrup (M),"Chandrapur - 1. Hatisila NEAR Ganesh Mandir, 2. Tatimara | Erosion occurred on 18/05/2022 at Tatimara nd Hatisila near Ganesh Mandir Report Received- Water Resource Area- both 1.5km approx Hatisila Coordinates- Longitude-91.887997, Latitude- 26.219384 Tatimara Coordinates- Longitude- 91.917294, Latitude-26.243107 | 0",18-05-2022,{'Chandrapur ': 4},,,,
Chirang,"Bengtal - Sishubari | Erosion taking place at village Sishubari since 01-07-2022, L-100m B-30m D-3m | 4",05-07-2022,{'Bengtal ': 1},,,,
Chirang,Bengtal - Sashipur FV | Erosion occurred due to heavy rain on 17-05-2022 by Taklai River on L/B Length = 400m Width = 5.5 m Depth = 4.0 m | 0,18-05-2022,{'Bengtal ': 1},,,,
Chirang,"Bengtal - Sishibari | As reported WRD Chirang erosion occurred on right bank of Nangalbhanga river on 29-07-2022 L-350 m, B- 6.2m, D- 3.2m | 0",14-08-2022,{'Bengtal ': 1},,,,
Chirang,Bijni - Bhabanipur | Erosion occured at Bhabanipur on 03-08-2022 due to river Khanamakra. Length=200 mtr(approx) Breadth=30 mtr(approx) Depth=4 mtr(approx) | 0,04-08-2022,{'Bijni ': 1},,,,
Chirang,"Bijni - Simlaguri | As reported by LM, erosion occurred on 22-06-2022 due to river Agrang. Length=800 mtr(approx), Breadth=20 mtr(approx), Depth=4 mtr(approx). | 0",23-06-2022,{'Bijni ': 1},,,,
Chirang,"Bengtal - Burijhar No.2 | As reported by BDO, Sidli Chirang, erosion occurred at village No.2 Burijhar on R/B of river Aie on 05-09-2022 measuring L- 20m, B- 5m, D- 5 m. | 0",07-09-2022,{'Bengtal ': 1},,,,
Chirang,"Bijni - Bijni Paulpara | As reported by Chirang Water Resource Division, Kajalgaon today(i, e 20-08-2022), erosion occurred at Bijni Paulpara due to river Dulani on 31-07-2022.",20-08-2022,{'Bijni ': 1},,,,
Chirang,"Bengtal - Aminpara | Soil Erosion taking place on the R/B of river Champamati at village Aminpara measuring approximately Length-150m, Breadth-5m, Depth-3m since 03-08-2022 | 0",05-08-2022,{'Bengtal ': 1},,,,
Chirang,"Sidli - Polangshuguri | As reported by WRD,Chirang Active bank erosion on L/B of river Aie at Polangshuguri Village on 21/06/2022 , Damage details- Length- 300m, Breadth-6m, Depth-3.5m | 0",07-07-2022,{'Sidli ': 1},,,,
Chirang,Bijni - No. 1 Chowrabari | Department=Water Resource Department. Erosion occurred on 5-06-2022 on L/B of Aie River at No. 1 Chowrabari. Length=30 metres(Approx) Breadth=7 metres(Approx) Depth= 2.25 metres(Approx) | 0,06-06-2022,{'Bijni ': 1},,,,
Chirang,"Bijni - Dakhin Gandabil | As reported by LM, erosion occurred at Dakhin Gandabil due to Nangalbhanga river. Length= 30.48 mtr(approx) Breadth=131 mtr (approx) Depth=3.048 mtr (approx) Longitude=90.547892 Latitude= 26.679347 Date of occurrence=1-07-2022 | 0",03-07-2022,{'Bijni ': 1},,,,
Chirang,"Bijni - Bijni | As reported by Bijni Municipal Board,Bijni,ongoing erosion occured at Dulani River Ghat at Sibsankar Colony since 25-06-2022 due to Dulani river. Length=10 mtr(Approx) Breadth=7 mtr(approx) Depth=3 mtr(Approx). Longitude=90.694878 Latitude=26.497738 | 0",02-07-2022,{'Bijni ': 1},,,,
Chirang,"Bengtal - Runikhata Smashan Ghat, Bengtol Kumgujri | 1. Erosion at Runikhata Smashan Ghat on both R/B and L/B of River Bhur on 19-06-2022, L-500m B-4m D-2m, (Long-90.381018 Lat-26.649291) 2. Erosion at Bengtol Kumguri on R/B of River Aie on 19-06-2022, L-280m B-8m D-3m, (Lat-26.650693 Long-90.470142) | 0",19-06-2022,{'Bengtal ': 2},,,,
Chirang,"Bengtal - Khoirabari and Poschim Joypur | As reported by BDO, Sidli Chirang Dev Block, DRDA Mathaori Bund at Khoirabari eroded by river Nangal on 03-09-2022, L-190m, B-2.5m, D-1.5m, Lat-26.590625, Long- 90.54402 As reported by BDO, Sidli Chirang Dev. Block, DRDA Mathaori Bund at Paschim Joypur eroded by river Nangal on 03-09-2022, L-120m, B-3m, D-2m, Lat-26.609561, Long- 90.550628 | 5",05-09-2022,{'Bengtal ': 1},,,,
Chirang,"Bengtal - Dologaon-Manikpur FV and Balajhar FV | As reported on 18-08-2022 by WRD, Chirang,, erosion occurred at Dologaon-Manikpur FV on L/B of river Taklai on 18-06-2022 L-600m, D-2.6m, B-15m, (Lat-26.3852 Long-90.3311). As reported on 18-08-2022 by WRD, Chirang, erosion occurred at Balajhar FV on L/B of river Taklai on 18-06-2022 L-300m, B-20m D-2.4m, (Lat-26.7869 Long-90.3018). | 0",18-08-2022,{'Bengtal ': 1},,,,
Chirang,"Bijni - Bagargaon-Kheppara, Amguri | As reported by Chirang Water Resource Division,Kajalgaon, River bank erosion at Bagargaon-Kheppara due to river Makra on 08-08-2022. Length=350 mtr(B/B) Breadth=5.50 mtr Depth=2.60 mtr. Longitude=90.741015 Latitude=26.548705. As reported by LM, erosion occurred at Amguri due to Khanamakra on 07-08-2022. Length=100 mtr Breadth=5 mtr Depth=2.5 mtr Longitude=90.571312 Latitude=26.634592. | 0",11-08-2022,{'Bijni ': 2},,,,
Chirang,"Sidli - No. 2 daukhanagar, South Sukhanipara | As reported by BDO, Borobazar TD Block, Land erosion at No.2 Daukhanagar near Ajimuddin house on 16-06-2022 ( Long- 90.669745, Lat-26.580614) Damage details- Length- 20m, Breadth-10m, depth-3 m. As reported by BDO, Borobazar TD Block, Land erosion at Sougth Sukhanipara near Bhupen Brahma house on 16-06-2022 ( Long- 90.592070, Lat-26.4887776) Damage details- Length- 5m, Breadth-3.5m, depth-4 m. | 0",01-07-2022,{'Sidli ': 2},,,,
Chirang,"Bengtal - Runikhata, Laokhriguri, Madarpur | As reported by WRD, Erosion at Runikhata near cattle market on L/B of river Bhur L-350m B-5m D-3m on 29-06-2022 Lat-26.639118 Long-90.374498. As reported by WRD bank erosion at Laokhrikguri on R/B of river Nijla on 21-06-2022 L-1000m B-13m D-3m Lat-26.4338 Long-90.275. As reported by WRD bank erosion and inundation at Madarpur on L/B of river Aie on 21-06-2022 L-2000m B-12m D-2.8m Lat-26.355885 Long-90.31626 | 0",30-06-2022,{'Bengtal ': 3},,,,
Chirang,"Sidli - Lauripara | Bank erosion on L/B of river Mora-Bhur at Lauripara village on 31/07/2022 Damage details- Length-250m(Appx.), Breadth- 3.50m(Appx.) and depth- 2.80m(Appx.) | 0,  Bengtal - Bikrampur, Durgapur | Erosion at village Bikrampur on R/B of river Aie since evening of 30-07-2022, L-300m B-30m D-2m, (Lat-26.63869 Long-90.491598). Erosion at village Durgapur on R/B of river Aie since 31-07-2022 L-350m B-15m D-2.5m (Lat-26.645308 Long-90.48822). | 0",01-08-2022,"{'Sidli ': 1, 'Bengtal ': 2}",,,,
Chirang,"Bijni - Malipara, No-3 Chikajhora | As reported by LM, ongoing erosion of agriculture land at Malipara village due to rain water flowing. Length=12 mtr(approx) Breadth=1.5 mtr(approx) Depth=1.06 mtr(approx). Longitude=90.611911 Latitude=26.575146 Date of occurrence=23-06-2022. As reported by LM, Erosion occurred on 16-06-2022 at No 3 Chikajhora village due to Chika river. Length=402.12 mtr(approx) Breadth=159.38 mtr(approx) Depth=1.35 mtr(approx) Longitude=90.753858 Latitude=26.608953. | 0",24-06-2022,{'Bijni ': 2},,,,
Chirang,"Bijni - Koliagaon, Sisubari | As reported by Chirang W.R. Division, Kajolgaon, bank erosion of L/B of river Nangalbhanga due to river Nangalbhanga at Koliagaon. Length=300 mtr(approx), Breadth=3.20 mtr(approx), Depth=2.30 mtr(approx). Date of Occurrence=1-08-2022. (Longitude=90.558413 Latitude=26.614272) As reported by Chirang W.R. Division, Kajolgaon, erosion on L/B of offshoot channel due to Kanamakra river at sisubari. Date of Occurrence=01-08-2022 Length=1050 mtr Breadth=45 mtr Depth=3.10 mtr.( Longitude=90.3480 Latitude=26.4131). | 0",02-08-2022,{'Bijni ': 2},,,,
Chirang,"Sidli - Ghoppara, Chotto Patargaon | As reported by WRD Chirang, 2 nos. of Erosion occurred:: 1. As reported by WRD Chirang, Severe bank erosion, Gully erosion occurred of river Champamati on its L/B on 17/06/2022 at Ghoppara village near Mozabari. Damage Details: Length: 450 M, Breath: 5 M, Depth: 4M (Long: 90.383108 Lat: 26.536485). 2. As reported by WRD Chirang, Active bank erosion on L/B of river Suthi on 18/06/2022 at Chotto Patargaon village near LP School. Damage Details: Lenght:250M, Breadth: 6Mm Depth: 3.5M (Long: 90.414579 Lat:26.535179) | 0,  Bengtal - Malivita Shahipur SSB Camp | L-400m B-20m D- 4m portion of Left Bank eroded by river Taklai on 18-06-2022 | 0",18-06-2022,"{'Sidli ': 2, 'Bengtal ': 1}",,,,
Chirang,"Bijni - Khujurapguri | As reported by Chirang WR Division, Kajalgaon, erosion of khujurapguri DRDA embankment due to river Aie(L/B) on 20-06-2022. Length=750 mtr(Approx), Breadth=6.70 mtr(Approx), Depth=6.70 mtr(Approx). | 0,  Sidli - Thumkubari, Bilashpur | As reported by BDO Sidli Chirang, Land erosion occurred at Thumkubari under Sidli VCDC on 16-06-2022. Damage Details:: Length :: 460M Breadth:3.44M Depth: 3.45 M, ( Long- 90.457642, Lat-26.531083). As reported by BDO Sidli Chirang , Erosion occurred due to heavy rain at Ulta Kunda Pachim Bilashpur near Malek Omar ali House under Satipur- Bilashpur VCDC on 15-06-2022, damage details , Length- 105.07m, Breadth-3.78m, depth- 3.1m ( Long- 90.492916, Lat-26.546856). | 0",21-06-2022,"{'Bijni ': 1, 'Sidli ': 2}",,,,
Chirang,"Bijni - No-1 Malipara, Pub Khamarpara(Bagorgaon Bazar), Alengmari | As reported by LM, erosion of agriculture land observed at No 1 Malipara due to Naodraguri canal (tributary of Khanamakra river). Length=1200 mtr(Approx) Breadth=100 mtr(Approx) Depth=10 mtr(Approx). Date of occurrence=20-06-2022. As reported by LM, erosion going on at Pub Khamarpara(Bagorgaon Bazar). Length= 25 mtr(approx), Breadth=15 mtr(approx) Depth=4 mtr. Longitude=90.746573 Latitude= 26.533309 Date of Occurrence=22-06-2022. As reported by LM, erosion occurred on 22-06-2022 at Alengmari. Length=12 mtr(approx) Breadth=8 mtr (approx) Depth= 3 mtr (Approx). Length= mtr(Approx), Breadth= mtr(Approx) Depth= mtr(Approx). Longitude= 90.746549 Latitude= 26.533148. | 0",22-06-2022,{'Bijni ': 3},,,,
Chirang,"Bijni - Kumarsali, Jharbishpani | As reported by LM, erosion occurred at Kumarsali village due to Kanamakra river on 20-06-2022. Length=250 mtr(approx) Breadth=70 mtr(approx) Depth=15 mtr(approx). (Longitude=90.628537 Latitude=26.640168). As reported by LM, erosion occurred at Jharbishpani due to Dahala river on 16-06-2022. Length=40.90 mtr(approx) Breadth=32.72 mtr(approx) Depth=3.63 mtr(approx) (Longitude=90.60187 Latitude=26.60187). | 0,  Bengtal - No. 2 Aiepoali FV, Nizlaguri FV | Erosion on R/B of river Aie at No.2 Aiepoali FV on 20/06/2022. Damage Details:: L-450m B-15m D-5. 75m (Long-90.2953 Lat-26.4836). Erosion on R/B of river Nizla at Nizlaguri FV on 20/06/2022. Damage Details:: L-150m B-20m D-3m (Long-90. 2713 Lat-26. 4452) | 0",25-06-2022,"{'Bijni ': 2, 'Bengtal ': 2}",,,,
Chirang,"Bengtal - Poschim Joypur | As reported by BDO, Sidli-Chirang Dev. Block, a stretch of land measuring 25m length, 30m breadth and 10m depth on the right bank of river Nangalbhanga eroded at village Poschim Joypur on 25/09/2022. *** Two families from village Poschim Joypur dismantled their houses/huts and shifted to a safer place from erosion. | 20,  Bijni - No-1 Kujurapguri, Dakhin Gandabil | As reported by Chirang Water Resource Division, Kajalgaon, erosion occurred at L/B of river Aie at No-1 Kujurapguri on 25-09-2022. Length=300 mtr(approx), Breadth=3.30 mtr(approx), Depth=4.90 mtr(approx). (Latitude=26.539166 Longitude=90.604759). As reported by Chirang Water Resource Division, Kajalgaon, erosion occurred at L/B of river Nangalbhanga on 25-09-2022. Length=135 mtr(approx), Breadth=30 mtr(approx), Depth=3.10 mtr(approx). Latitude=26.678885 Longitude=90.547554. One kutcha house eroded. | 0",26-09-2022,"{'Bengtal ': 1, 'Bijni ': 2}",,,,
Chirang,"Sidli - Betagaon (Fulguri), South Deolguri, Dakshin Nangdarbari (Nepalpara) | As reported by WRD 3 nos. of Erosion Occurred:: 1. As reported by WRD, due to rise in water level severe erosion occurred on 16-06-2022 on L/B of River Suthi. Damage Details: Length: 400 M Apprx., Breadth:10M Aprx., Depth: 3.50M, Long:90.405501, Lat:26.512358. 2. As reported by WRD, due to rise in water level severe erosion occurred on 16-06-2022 on R/B of river Suthi. Damage Details: 275 M Apprx., Breadth:3.50 M Apprx. Depth: 2.50M Apprx. Long:90.408815 Lat:26.524044. 3. As reported by WRD, due to rise in water level severe erosion occurred on 17-06-2022 on L/B of River Champamati. Damage Details: 430M Aprx. Breadth:6.50M Apprx. Depth: 3.70 M Apprx. Long:90.36862, Lat: 26.581571 | 0,  Bijni - Bagargaon, Gundamara | As reported by Chirang WR Division, Kajalgaon, 1. Erosion occurred on 16-06-2022 at Bagargaon on R/B of river Daranga. Length=300.00 mtr, Breadth=5.50 mtr, Depth=6.60 mtr. Longitude=90.744616 Latitude=26.54269 2. Erosion occurred on 16-06-2022 at Gundamara on R/b of river Daranga. Length=350.00 mtr, Breadth=6.00 mtr, Depth=8.00 mtr. Longitude=90.62325 Latitude=26.42359 | 0",17-06-2022,"{'Sidli ': 3, 'Bijni ': 2}",,,,
Chirang,"Bijni - Phulkumari, Bishnupur No 3, Jharbishpani, No-2 Dahaladanda | As reported by Chirang Water Resource Division,Kajalgaon, erosion occurred at phulkumari(L/B) due to chika(L/B) river on 20-06-2022. Length=550mtr Breadth=6.00 mtr Depth=4.00 mtr. Longitude=90.768092 Latitude=26.591919 As reported by Chirang Water Resource Division,Kajalgaon, erosion occurred at Phulkumari R/B (Nata Basti) due to chika river(R/B) on 20-06-2022. Length=400 mtr Breadth=5.00 mtr Depth=3.50 mtr. Longitude=90.765567 Latitude=26.593875. As reported by Chirang Water Resource Division,Kajalgaon, erosion occurred at Bishnupur No 3 due to Chika(B/B) river on 20-06-2022. Length=900 mtr Breadth=7.00 mtr Depth=4.20 mtr. Longitude=90.758975 Latitude=26.607994 As reported by Chirang Water Resource Division,Kajalgaon, erosion occurred at Jharbishpani due to Dahala river(B/B) on 20-06-2022. Length=600 mtr Breadth=4.50 mtr Depth=4.50 mtr. Longitude=90.742727 Latitude=26.602965 As reported by Chirang Water Resource Division,Kajalgaon, erosion occurred at No-2 Dahaladanda due to river Dahaladanda(B/B) on 20-06-2022. Length=400 mtr Breadth=3.90 mtr Depth=3.30 mtr. Longitude=90.731763 Latitude=26.634875 | 0",26-06-2022,{'Bijni ': 4},,,,
